SpaceID,BlockFace,MeterType,RateType,RateRange,MeteredTimeLimit,ParkingPolicy,StreetCleaning,Lan,Long,LowestRate
WW1751,600 SERRANO AV,Single-Space,FLAT,$1.00 ,1HR,8A-6P Mon-Sat,10A-1P Wed,34.061406,-118.306522,1
WW167B,4600 OAKWOOD AV,Single-Space,FLAT,$1.00 ,1HR,8A-6P Mon-Sat,8A-11A Wed,34.077555,-118.30861,1
WW2265,2800 PICO BL,Single-Space,FLAT,$1.00 ,1HR,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat,,34.047142,-118.301143,1
RS15,2700 ROBERTSON BL,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.036702,-118.38872,1
HP65,101 E AVE 58,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,4A-630A Wed,34.10977,-118.191783,1
LP216,4300 DEGNAN BL,Single-Space,FLAT,$1.00 ,4HR,8A-8P Mon-Sat,,34.004984,-118.331342,1
WA1491,1600 PICO BL,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.044889,-118.27768,1
WW516,650 HARVARD BL,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,10A-1P Wed,34.060385,-118.304103,1
EN441,17501 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.16209,-118.516779,1
SP831,201 6TH ST,Single-Space,FLAT,$0.50 ,2HR,8A-6P Mon-Sat,4A-630A Thu,33.738689,-118.281824,0.5
CB1963,100 E 14TH ST,Single-Space,TOD,$0.5 - $1.5,2HR,8A-6P Mon-Sat,,34.034899,-118.260582,0.5
LC92,801 LA CIENEGA BL,Single-Space,FLAT,$1.00 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.086464,-118.376565,1
PC127,3800 PICO BL,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,,34.047379,-118.322772,1
CB3809,401 S WALL ST,Single-Space,TOD,$2 - $6,2HR,PKG 8A-6P Mon-Sat | NP 7P-7A Nightly,,34.045743,-118.245165,2
ED87,901 E 8TH ST,Single-Space,FLAT,$0.50 ,4HR,8A-6P Mon-Sat,,34.036251,-118.246323,0.5
BR235,700 S WESTGATE AVE,Single-Space,FLAT,$2.00 ,2HR,"PKG 8A-8P Mon-Sat, 11A-8P Sun | NP 2A-6A Daily",8A-10A Thu,34.053484,-118.469899,2
CB2297,601 E. 12TH ST,Single-Space,FLAT,$0.50 ,4HR,8A-6P Mon-Sat,,34.034023,-118.253706,0.5
MV33,3700 GRAND VIEW BL,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.005489,-118.43153,1
SC799,10800 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.139032,-118.366897,1
SA72,2100 SUNSET BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.077522,-118.265766,1
R154,7101 RESEDA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.200221,-118.536169,1
GA2A,3301 GLENDALE BL,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.11909,-118.259928,1
SV749,6800 SUNSET BL,Single-Space,TOD,$0.5 - $1,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,34.097872,-118.340264,0.5
CB247,1601 S HILL ST,Single-Space,FLAT,$0.50 ,4HR,8A-6P Mon-Sat,,34.034604,-118.26475,0.5
VS282,4901 SUNSET BL,Single-Space,FLAT,$1.00 ,2HR,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat",,34.09825,-118.297729,1
ER76,2101 CHICKASAW AV,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,11A-1P Wed,34.137026,-118.214321,1
WU465,1100 WILSHIRE BL,Single-Space,FLAT,$1.00 ,1HR,8A-6P Mon-Sat,,34.052835,-118.264701,1
WP93,3100 VIA DOLCE,Single-Space,FLAT,$1.00 ,2HR,8A-6P Daily,10A-12P Tue,33.980522,-118.462889,1
ER32,5100 EAGLE ROCK BL,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.139573,-118.213971,1
CB2180,1100 S. WALL ST,Single-Space,TOD,$0.5 - $2,2HR,8A-6P Mon-Sat,,34.035713,-118.254689,0.5
SA241,1400 SUNSET BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.075683,-118.255142,1
CB1254,1200 S. GRAND AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.039299,-118.263968,1
SO727,14501 HORTENSE ST,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,8A-10A Fri,34.154838,-118.449151,1
OS820,11501 TENNESSEE AV,Single-Space,JUMP,$1\hr - $4\10hr,10HR,PKG 8A-8P Mon-Sat | NP 9P-6A Nightly,,34.034878,-118.443162,1
R329,7400 RESEDA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.20515,-118.535929,1
C1093,600 32ND ST,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,8A-11A Tue,34.023803,-118.279844,1
PB233A,5800 PICO BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.051136,-118.365254,1
MM569,701 ORANGE GROVE AV,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-8P Mon-Sat,12P-3P Mon,34.061345,-118.361192,1
PR321,1100 CARDIFF AV,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-6P Mon-Sat,4A-630A Thu,34.055563,-118.39175,1
CB2729,601 SAN PEDRO ST,Single-Space,TOD,$1 - $1.5,2HR,8A-6P Mon-Sat,,34.041313,-118.246273,1
CB1960,100 E 14TH ST,Single-Space,TOD,$0.5 - $1.5,2HR,8A-6P Mon-Sat,,34.035067,-118.260885,0.5
SO1192,4100 SUNNYSLOPE AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,8A-10A Thu,34.146967,-118.427106,1
VN739,6401 SYLMAR AV,Single-Space,JUMP,$1\hr - $4\6hr,6HR,8A-8P Mon-Sat,10A-12P Tue,34.188112,-118.4466,1
WU446,600 WITMER ST,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,12P-3P Fri,34.053538,-118.266746,1
CB3325,300 W. 9TH ST,Single-Space,TOD,$1.5 - $6,2HR,"TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P, 6P-8P Mon-Fri, 8A-8P Sat",,34.043118,-118.257411,1.5
ED440,1100 E PICO BLVD,Single-Space,JUMP,$0.5\hr - $2\10hr,10HR,8A-6P Mon-Sat,,34.029942,-118.247568,0.5
NH1258,5251 VINELAND AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.166805,-118.37054,1
WA326,801 ALVARADO ST,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.054274,-118.278328,1
WF60,8201 3RD ST,Single-Space,FLAT,$1.00 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.072672,-118.369344,1
HO242,6301 SELMA AV,Single-Space,FLAT,$1.50 ,2HR,"PKG 8A-8P Mon-Thu, 8A-12A Fri-Sat, 3P-8P Sun | NP 6A-3P Sun",,34.099842,-118.328419,1.5
WU1100,600 LUCAS AV,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,12P-3P Thu,34.051758,-118.26557,1
WU295,1201 WILSHIRE BL,Single-Space,FLAT,$1.00 ,1HR,8A-6P Mon-Sat,,34.05338,-118.265513,1
WW2716C,3601 7TH ST,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Fri,10A-1P Wed,34.059785,-118.306267,1
PW294,2400 MANNING AV,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,10A-12P Mon,34.042819,-118.422666,1
CB3747,501 LOS ANGELES ST,Single-Space,TOD,$4 - $5,2HR,8A-6P Mon-Sat,,34.045828,-118.247919,4
CT76,601 NEW HIGH ST,Single-Space,TOD,$0.5 - $3,4HR,8A-8P Mon-Sat,,34.05869,-118.239395,0.5
CB493,1400 S SANTEE ST,Single-Space,TOD,$0.5 - $1,2HR,8A-6P Mon-Sat,,34.033389,-118.259601,0.5
WF81,8301 3RD ST,Single-Space,FLAT,$1.00 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.072892,-118.371335,1
VW480,650 WILSHIRE PL,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,,34.061029,-118.287759,1
LM664,201 S. LA BREA AV,Single-Space,FLAT,$1.00 ,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,34.070112,-118.344148,1
VH216,2101 N HILLHURST AV,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.110501,-118.287534,1
PM175,9700 VENICE BL,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.024141,-118.397069,1
WS126,10801 WELLWORTH AV,Single-Space,FLAT,$1.00 ,2HR,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat",8A-10A Tue,34.057198,-118.442042,1
MD60,1001 BRITTANIA ST,Single-Space,FLAT,$1.00 ,4HR,8A-8P Mon-Sat,,34.056247,-118.208944,1
HO18,1600 MCCADDEN PL,Single-Space,TOD,$2 - $3,4HR,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.101193,-118.33693,2
OS724,2200 PURDUE AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.036232,-118.442381,1
WW802A,601 MARIPOSA AV,Single-Space,FLAT,$1.00 ,1HR,8A-6P Mon-Sat,8A-10A Wed,34.062582,-118.299284,1
ED657,751 E 10TH ST,Single-Space,TOD,$0.5 - $2,2HR,8A-6P Mon-Sat,,34.034527,-118.25013,0.5
LH62,2300 SICHEL ST,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,10A-12P Tue,34.07334,-118.212997,1
RA105A,8700 W Colgate Av,Single-Space,FLAT,$2.00 ,2HR,8A-6P Mon-Sat,,34.070761,-118.383507,2
NH1078,5200 BLAKESLEE AV,Single-Space,FLAT,$1.00 ,4HR,8A-6P Mon-Sat,10A-12P Thu,34.165768,-118.372384,1
SV574,1500 ARGYLE AV,Single-Space,FLAT,$1.50 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.098231,-118.325055,1.5
SV272,1400 CAHUENGA BL,Single-Space,TOD,$0.5 - $1,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Mon,34.096868,-118.329408,0.5
CB3984,201 E 16TH ST,Single-Space,FLAT,$0.50 ,4HR,"TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P Mon-Sat",,34.032842,-118.261083,0.5
BF402,8001 BEVERLY BL,Single-Space,FLAT,$1.00 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.076194,-118.364303,1
SG48,1501 STANLEY AV,Single-Space,FLAT,$1.00 ,2HR,8A-9P Mon-Sat,,34.098501,-118.356173,1
WU778,1500 JAMES M WOOD BL,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,,34.050453,-118.272491,1
ED65,501 S CENTRAL AVE,Single-Space,FLAT,$0.50 ,4HR,8A-6P Mon-Sat,1A-4A Fri,34.039907,-118.240062,0.5
BW78,151 BARRINGTON PL,Single-Space,FLAT,$2.00 ,1HR,8A-6P Mon-Sat,,34.064993,-118.468898,2
WF194,8300 3RD ST,Single-Space,FLAT,$1.00 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.072666,-118.370769,1
MM99,700 BURNSIDE AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,9A-11A Mon,34.061589,-118.349621,1
SC283,11701 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.141693,-118.388386,1
HP153,101 W AVE 59,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,4A-630A Wed,34.11084,-118.19109,1
BH181,2200 CESAR E CHAVEZ AV,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.047656,-118.209916,1
PW69,10701 PICO BL,Single-Space,FLAT,$1.00 ,2HR,TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Sat,,34.04173,-118.425382,1
CB715A,801 MAPLE AVE,Single-Space,FLAT,$4.00 ,2HR,8A-6P Mon-Sat,,34.040629,-118.251499,4
NH77C,5100 LANKERSHIM BL,Single-Space,FLAT,$1.00 ,1HR,8A-6P Mon-Sat,,34.164632,-118.374335,1
EN911,16000 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,"TANS 6A-9A, 3P-7P Mon-Fri | PKG 9A-3P Mon-Fri, 8A-8P Sat",,34.156165,-118.482911,1
P80,15300 ANTIOCH ST,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.047054,-118.526892,1
WA1725A,201 LAKE ST,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,10A-1P Mon,34.065085,-118.272718,1
WA1519,1301 VALENCIA ST,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,8A-10A Fri,34.043206,-118.275286,1
CB4346,400 SPRING ST,Single-Space,TOD,$0.5 - $4,2HR,"TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P, 6P-8P Mon-Fri, 8A-8P Sat | NP 9A-4P, 6P-8P Mon-Fri, 8A-8P Sat",,34.048412,-118.24856,0.5
OS378,11501 OLYMPIC BL,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,,34.03562,-118.445816,1
BH299A,2100 1ST ST,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.044538,-118.213145,1
SV827,1400 HIGHLAND AV,Single-Space,FLAT,$0.50 ,2HR,"TANS 7A-9A, 3P-7P Mon-Fri | PKG 9A-3P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,34.097105,-118.338532,0.5
CC769,301 N. FREMONT AV,Single-Space,TOD,$0.5 - $1,2HR,PKG 8A-6P Mon-Sat | NP 8P-6A Nightly,,34.060098,-118.250637,0.5
EN141,16301 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.157198,-118.488756,1
SV409,1201 VINE ST,Single-Space,FLAT,$0.50 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.093014,-118.326757,0.5
OS818,11501 TENNESSEE AV,Single-Space,JUMP,$1\hr - $4\10hr,10HR,PKG 8A-8P Mon-Sat | NP 9P-6A Nightly,,34.034956,-118.443033,1
CB1197A,1000 S. OLIVE ST,Single-Space,TOD,$0.5 - $2,4HR,8A-8P Mon-Sat,,34.041148,-118.260489,0.5
SL43,2601 HYPERION AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.106195,-118.272655,1
SS550,1600 BUTLER AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.044008,-118.450521,1
AE533,500 DUCOMMUN ST,Single-Space,JUMP,$1\hr - $4\10hr,10HR,6A-4P Mon-Fri,,34.052445,-118.235433,1
WS490,1600 PONTIUS AV,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.04847,-118.445724,1
CP8,7200 ALABAMA AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,8A-10A Tue,34.201477,-118.598959,1
CC1418,100 E. 2ND ST,Single-Space,FLAT,$3.00 ,15MIN,"PLO 10A-3P Sat-Sun, 5P-12A Nightly | PKG 8A-5P Mon-Fri, 8A-10A, 3P-5P Sat",,34.050655,-118.244096,3
WH705B,19900 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,TANS 6A-9A Mon-Fri | PKG 9A-8P Mon-Sat,,34.171877,-118.567976,1
SO818,13500 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.147477,-118.42854,1
EN370A,17201 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat",,34.160747,-118.508174,1
VM10,8301 VERMONT AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,33.963421,-118.291917,1
SVV341,600 HELIOTROPE DR,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,11A-2P Wed,34.083374,-118.295229,1
LH251,100 AVE 23,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.07491,-118.217124,1
BH390,2001 1ST ST,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.045247,-118.214321,1
LT39,200 S SAN PEDRO ST,Single-Space,TOD,$1 - $4,2HR,8A-8P Mon-Sat,,34.048672,-118.24187,1
PR643,1601 ROBERTSON BL,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,,34.050016,-118.384848,1
LP197,4301 LEIMERT BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.004533,-118.330627,1
LM577B,7200 BEVERLY BL,Single-Space,FLAT,$1.00 ,1HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.076055,-118.348012,1
LM462A,7101 BEVERLY BL,Single-Space,FLAT,$1.00 ,1HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.076268,-118.34477,1
LC125,401 LA CIENEGA BL,Single-Space,FLAT,$1.00 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.079785,-118.37668,1
SVV495,4700 WILLOW BROOK AV,Single-Space,JUMP,$1\hr - $4\6hr,6HR,8A-8P Mon-Sat,11A-2P Fri,34.089374,-118.293959,1
NH711,4101 LANKERSHIM BL,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,,34.145497,-118.363032,1
PB37,1301 SYCAMORE AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,12P-3P Mon,34.04818,-118.348092,1
CB4332,901 SAN JULIAN ST,Single-Space,TOD,$0.5 - $1,4HR,8A-6P Mon-Sat,,34.037799,-118.251469,0.5
VN199,6451 VAN NUYS BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.187968,-118.448868,1
HO75A,1600 CHEROKEE AV,Single-Space,TOD,$1.5 - $3,2HR,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.10037,-118.334966,1.5
BF283,700 FAIRFAX AV,Single-Space,FLAT,$1.00 ,1HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.084966,-118.36127,1
OS847,11500 TENNESSEE AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.034732,-118.443163,1
EN348,5001 AMESTOY AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,10A-12P Mon,34.160612,-118.505512,1
SO45,14600 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.151403,-118.452228,1
CB1990,200 E 15TH ST,Single-Space,TOD,$0.5 - $2,2HR,8A-6P Mon-Sat,,34.033153,-118.260121,0.5
EN1014A,4501 SHERMAN OAKS AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,8A-10A Fri,34.153035,-118.469377,1
PR257,9101 PICO BL,Single-Space,JUMP,$1\hr - $4\10hr,10HR,TANS 7A-9A Mon-Fri | PKG 9A-7P Mon-Sat,,34.05537,-118.390447,1
WS471,11101 MASSACHUSETTS AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.049048,-118.445863,1
HP14,5500 FIGUEROA ST,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,4A-630A Wed,34.108003,-118.195782,1
VN593,14400 CALVERT ST,Single-Space,TOD,$0.5 - $1,2HR,8A-8P Mon-Sat,,34.18161,-118.448211,0.5
SO580,4400 VAN NUYS BL,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.152513,-118.448558,1
TZ202,18901 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.172545,-118.545591,1
BR201,901 S BRINGHAM AVE,Single-Space,FLAT,$2.00 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.054343,-118.46242,2
CB3991,101 E 16TH ST,Single-Space,TOD,$0.5 - $1.5,2HR,"TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P Mon-Sat",,34.033504,-118.262264,0.5
SV524A,6001 SUNSET BL,Single-Space,TOD,$0.5 - $1,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,34.098128,-118.321686,0.5
WB25,2000 BROADWAY,Single-Space,FLAT,$0.50 ,4HR,8A-6P Daily,,34.030072,-118.26655,0.5
CB160,1300 S HOPE ST,Single-Space,TOD,$1 - $2,4HR,8A-8P Mon-Sat,,34.038701,-118.266064,1
WA1566,1501 PICO BL,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.044108,-118.275517,1
VW524,501 COMMONWEALTH AV,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,8A-11A Mon,34.064941,-118.285771,1
CB540,1200 S. MAPLE AV,Single-Space,FLAT,$4.00 ,2HR,"8A-6P Mon-Sat, 11A-6P Sun",,34.035044,-118.256729,4
WN180,901 AVALON BL,Single-Space,FLAT,$0.50 ,2HR,8A-6P Mon-Sat,4A-630A Wed,33.782172,-118.26271,0.5
SO564,14201 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.150169,-118.443528,1
LC272,301 KILKEA DR,Single-Space,FLAT,$1.00 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",8A-10A Tue,34.076469,-118.366956,1
WA1306A,2201 MIRAMAR ST,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,10A-1P Mon,34.064656,-118.273527,1
SC539,11401 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.139759,-118.38164,1
OS421,2100 BARRINGTON AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.035288,-118.448603,1
LP192,4301 LEIMERT BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.004715,-118.330513,1
LM624A,101 N. LA BREA AV,Single-Space,FLAT,$1.00 ,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,34.074431,-118.344157,1
TZ463,18800 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,TANS 6A-9A Mon-Fri | PKG 9A-8P Mon-Sat,,34.171559,-118.543205,1
L206,500 LARCHMONT BL,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,,34.081138,-118.323537,1
WS345,1900 WESTWOOD BL,Single-Space,FLAT,$1.00 ,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,34.047784,-118.434974,1
R421,6701 RESEDA BL,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,4A-630A Mon-Fri,34.192436,-118.536165,1
ED317,1101 E PICO BLVD,Single-Space,JUMP,$0.5\hr - $2\10hr,10HR,8A-6P Mon-Sat,,34.029507,-118.246226,0.5
CB2423,700 SAN PEDRO ST,Single-Space,TOD,$0.5 - $1.5,4HR,8A-6P Mon-Sat,,34.039178,-118.248225,0.5
SO741,4501 VAN NUYS BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.153983,-118.448837,1
LM518,7401 BEVERLY BL,Single-Space,FLAT,$1.00 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.076248,-118.35188,1
SS58,1500 BUTLER AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,10A-12P Fri,34.046023,-118.452258,1
CB3556B,601 S. GRAND AV,Single-Space,TOD,$5 - $6,2HR,"TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P, 6P-8P Mon-Fri, 8A-8P Sat",,34.04818,-118.255909,5
OF34,1000 FAIRFAX AV,Single-Space,FLAT,$1.00 ,2HR,PKG 8A-6P Mon-Sat | PLO 6P-12A Daily,,34.056956,-118.364296,1
OS579,11700 PICO BL,Single-Space,FLAT,$1.00 ,1HR,8A-6P Mon-Sat,,34.030844,-118.447017,1
VW164,2900 8TH ST,Single-Space,FLAT,$1.00 ,1HR,8A-6P Mon-Sat,,34.057641,-118.290637,1
WH187,21701 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.168445,-118.601202,1
EN943,15900 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,"TANS 6A-9A, 3P-7P Mon-Fri | PKG 9A-3P Mon-Fri, 8A-8P Sat",,34.155745,-118.479856,1
SS183,11601 SANTA MONICA BL,Single-Space,FLAT,$1.00 ,1HR,"TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P, 6P-8P Mon-Fri, 8A-8P Sat",,34.044441,-118.454783,1
R72,7301 RESEDA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.20375,-118.536183,1
CT169,401 BERNARD ST,Single-Space,TOD,$0.5 - $3,2HR,8A-8P Mon-Sat,4A-630A Thu,34.067255,-118.236985,0.5
SG171,1500 CURSON AV,Single-Space,FLAT,$1.00 ,2HR,8A-9P Mon-Sat,9A-12P Tue,34.098395,-118.354958,1
WV94,10901 KINROSS AV,Single-Space,TOD,$1 - $2,2HR,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.060451,-118.446271,1
SV607,1500 LAS PALMAS AV,Single-Space,TOD,$0.5 - $1,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.099515,-118.336258,0.5
SVV161,601 VIRGIL AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.082864,-118.286925,1
SP113,701 PACIFIC AV,Single-Space,FLAT,$0.75 ,2HR,8A-6P Mon-Sat,4A-630A Wed,33.73726,-118.288012,0.75
SL408,3100 SUNSET BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.084343,-118.274463,1
WU1038,1000 INGRAHAM ST,Single-Space,FLAT,$1.00 ,4HR,8A-6P Mon-Sat,12P-3P Thu,34.05137,-118.262768,1
CB2599,500 S. FREMONT AVE,Single-Space,FLAT,$5.00 ,2HR,"PLO 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-6P Sat",,34.052264,-118.258371,5
VN259,14500 VICTORY BL,Single-Space,TOD,$0.5 - $1,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,34.18656,-118.450422,0.5
SA99,2000 SUNSET BL,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.077694,-118.262357,1
EN1003,15400 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,"TANS 6A-9A, 3P-7P Mon-Fri | PKG 9A-3P Mon-Fri, 8A-8P Sat",,34.154351,-118.470013,1
ED370,701 E PICO BLVD,Single-Space,TOD,$0.5 - $1,2HR,8A-6P Mon-Sat,,34.03204,-118.252174,0.5
SO829,13400 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.147152,-118.426574,1
